2016-07-18 13:02:41,031 INFO  [org.jboss.modules] (main) JBoss Modules version 1.5.1.Final-redhat-1
2016-07-18 13:02:41,192 INFO  [org.jboss.msc] (main) JBoss MSC version 1.2.6.Final-redhat-1
2016-07-18 13:02:41,272 INFO  [org.jboss.as] (MSC service thread 1-6) WFLYSRV0049: JBoss EAP 7.0.0.GA (WildFly Core 2.1.2.Final-redhat-1) démarre
2016-07-18 13:02:41,322 INFO  [org.xnio] (MSC service thread 1-3) XNIO version 3.3.6.Final-redhat-1
2016-07-18 13:02:41,326 INFO  [org.xnio.nio] (MSC service thread 1-3) XNIO NIO Implementation Version 3.3.6.Final-redhat-1
2016-07-18 13:02:41,352 INFO  [org.jboss.remoting] (MSC service thread 1-8) JBoss Remoting version 4.0.18.Final-redhat-1
2016-07-18 13:02:42,422 WARN  [org.jboss.as.txn] (ServerService Thread Pool -- 58) WFLYTX0013: Propriété d'identificateur de noeud définie à la valeur par défaut. Veillez à ce que cette valeur soit bien unique.
2016-07-18 13:02:42,428 INFO  [org.wildfly.extension.io] (ServerService Thread Pool -- 38) WFLYIO001: L'employé 'default' a configuré automatiquement les fils principaux 16 avec les fils de tâche 128 selon vos 8 processeurs disponibles
2016-07-18 13:02:42,435 INFO  [org.jboss.as.jsf] (ServerService Thread Pool -- 46) WFLYJSF0007: A activé les implémentations JSF suivantes : [main]
2016-07-18 13:02:42,443 INFO  [org.jboss.as.clustering.infinispan] (ServerService Thread Pool -- 39) WFLYCLINF0001: Activation du sous-système Infinispan
2016-07-18 13:02:42,489 INFO  [org.jboss.as.naming] (ServerService Thread Pool -- 50) WFLYNAM0001: Démarrage du sous-système de nommage
2016-07-18 13:02:42,496 INFO  [org.jboss.as.webservices] (ServerService Thread Pool -- 60) WFLYWS0002: Activation de l'extension WebServices
2016-07-18 13:02:42,498 INFO  [org.jboss.as.connector.subsystems.datasources] (ServerService Thread Pool -- 35) WFLYJCA0004: Déploiement du pilote compatible JDCB class org.h2.Driver (version 1.3)
2016-07-18 13:02:42,502 INFO  [org.jboss.as.connector] (MSC service thread 1-8) WFLYJCA0009: Démarrage du sous-système JCA (WildFly/IronJacamar 1.3.3.Final-redhat-1)
2016-07-18 13:02:42,511 INFO  [org.jboss.as.connector.deployers.jdbc] (MSC service thread 1-4) WFLYJCA0018: Démarrage du service de pilote avec le nom de pilote  = h2
2016-07-18 13:02:42,517 INFO  [org.jboss.as.security] (ServerService Thread Pool -- 56) WFLYSEC0002: Activation du sous-système de sécurité
2016-07-18 13:02:42,521 INFO  [org.wildfly.iiop.openjdk] (ServerService Thread Pool -- 40) WFLYIIOP0001: Activation du sous-système IIOP
2016-07-18 13:02:42,522 INFO  [org.jboss.as.security] (MSC service thread 1-5) WFLYSEC0001: Version PicketBox actuelle=4.9.6.Final-redhat-1
2016-07-18 13:02:42,562 INFO  [org.wildfly.extension.undertow] (MSC service thread 1-2) WFLYUT0003: Démarrage 1.3.21.Final-redhat-1 d'Undertow 
2016-07-18 13:02:42,562 INFO  [org.wildfly.extension.undertow] (ServerService Thread Pool -- 59) WFLYUT0003: Démarrage 1.3.21.Final-redhat-1 d'Undertow 
2016-07-18 13:02:42,573 INFO  [org.jboss.as.naming] (MSC service thread 1-6) WFLYNAM0003: Démarrage du service de nommage
2016-07-18 13:02:42,573 INFO  [org.jboss.as.mail.extension] (MSC service thread 1-4) WFLYMAIL0001: Session mail liée [java:jboss/mail/Default]
